Label,Text
worry,@ danielgrosvenor # java not work hmph ! can not upload photo # facebook .
neutral,"waaah , asshat at cvs yesterday shortchange pay $ chip ."
worry,finger hurt cause its infected !
neutral,last time washing hair
sadness,need hug from joe jonas
worry,@ centurymonte why stop follow ? be not cool enough ?
neutral,@ ftskirstin its taking forever upload
worry,@ cazob okay need find another way then lolz
sadness,@ elleipein aww honey ' m sorry
sadness,@ clintonspark tell try but say be late cause girl be take 4ever get ready . they want meet up by .
hate,"damn fight night demo will not load , keep crash at first screen . time delete re download think"
worry,wish make enough money do whatever want ! sux ... no money education
hate,@ kourtneykardash hate this weather ! when live here ure whole life get use ... may always rainy @ robkardashian
worry,"@ babblingbrookie try be az again brooke , omg can not even be outside less than minute before get your neck burn ."
fun,@ princesspooh90 yeah but do not sound indie enough need2learn some other tune then pick up mo style = ] 1hour ! will then ; )
relief,' m no long sophomore . junior year bring new thing . will be / now . hit up check out http : //bit.ly / esgiq
worry,@ broccolope sorry about call really late
worry,@ kourtneykardash noo ' m miami just wan na lay out sun .. but rain have stop
sadness,hate sound silence .. do not like be shut out ..
sadness,get up early do shit ton now I m head cherokee park run walk
sadness,arm be make want cry ... also because those shot make sick
neutral,major crample ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
sadness,jimithy1 : can not come msbj & lt ;
worry,@ llcee have find out via twitter
sadness,"@ thatchmaster miss place , but miss wegman even more . whole food ! = wegman"
worry,how do vote mr twitter universe ? ? ? ' m bit stuck
hate,@ lozzy hahah wish be true . this really really bad just go to stay home chill tonight . as usual really want go .
worry,mad its raining
neutral,"@ jamjar84 get much do 2nite 2b bore . bath still hav wash , dry , straight hair , get clothe ready etc"
neutral,boo gf can not go now pass guard training lol
love,@ mileycyrus tell where vote will do ! ! ! ! cause ' m from germany do not now where do .. btw : love your music
neutral,have lunch at japanese sushi restaurant & amp ; order japanese as usually do sushi place . cambodian waitress do not clue
neutral,@ tapulous always catch away from computer .
neutral,ug . full cold dark pub . want go outside
neutral,@ bosstutie say hi
worry,"@ drob114 thank rub , jerk where be guy go this weekend ?"
sadness,not really twitter mood today ... do not know what do
sadness,"@ knownhuman damn 's sad , then ... not hear new one yet . sound like ' ve be spare tragedy ."
surprise,have dream be go graduation & amp ; start cry ... then go home take nap & amp ; miss ... then bee sting ...
neutral,@ bobbyshirley anything accept except christianity . google discussion thread & quot ; sexuality religion & quot ; sle second life .
worry,@ colinbach sorry dude could not make bbq only just back from hospital
love,stomach try eat itself . time lunch yet ? * look at clock * damn ... another hour ' til lunch .
sadness,"wan na see ' up ' tonight , but no one will go . whhhyyy"
happiness,just receive leed 10k bib time chip but hip injury mean will not be break any 10k pb this time around
surprise,go vend mache get bugle . no bugle perhaps sign do not need snack anyway .
sadness,evaluate people ... do not like this part job
sadness,do anyone know where can watch prison break tv movie ? be not itune
worry,@ mrs_aaberg certainly be their fault have crawl all over wood today but ' m afraid would broken at home too
neutral,@ arischenck head back baltimore tonight
worry,@ intelligentle this be at pitman 's down south . just look like business bad all over
sadness,@ bonescrazy24 ' ve have week off too ... but biology exam revise bone time limit
worry,"@ jerseymoongirl ' m hope these pill will do something , cuz ' m go to go nut"
hate,"@ xantiriad music trailer be terrible imo , cheesy handbag house . be expect some dnb or hard house"
empty,$ rf @ . target $ .. out $ dndn @ $ . near day low
sadness,edge leave off contributor list this month 's issue . ffs . & lt ; - werd
worry,no phone call yet .. minute until pluck up courage . wish phone would ring
sadness,denial about move van park few block away .
sadness,last day maui
worry,"much work , little time"
neutral,need burp .... I m nauseas ....
enthusiasm,@ the_wockeez wan na go ! but will not be there ' m sure show will be great ! !
neutral,"@ tandmark well at least they good taste art , cabinet appts.not much"
worry,@ countrygirls86 dude try ! ! would not load !
neutral,@ willisface know want come keep company whilst mum be at her friend night 's such nice evening !
sadness,@ tapulous where be uk love ? !
worry,feel really bad female racoon abusive racoon husband ... when always black eyes- no one can help
love,"laodicean life kavya & amp ; family probably get kavya her spelling bee crown ! congrat ! note , spell check do not recognize laodicean"
sadness,@ 1jaredpadalecki season 's ? sorry just notice ur previous update . sis not go to be happy
neutral,@ vcha should say mlia instead fml hope find soon
sadness,oh how miss truck ... could whole place move by now ...
sadness,mourn he having miss homesssssskooooler fair today ! ! !
worry,@ mechellelewis be shatter after long week ? that s pity about tomorrow night
neutral,@ emmdeecee no he be not there today
sadness,laundry time lot !
worry,@ kimmygotsoul aw damn . ok get tuesday . get to write short post today tho
surprise,get word from usaa minivan total . now we need high valuation something buy new car .
happiness,"have great time vacation , sure as heck do not want go work tue ."
sadness,@ princeofcode sorry we could not get project work windoze laptop but ton folk come up afterwards see run
sadness,still white despite be out age sun
neutral,@ lilyroseallen no one ever wear tshirt be very lucky
sadness,feel like ' m go toss cookie
fun,"@ poppy_dog lucky ! 's drizzling again . mommy say puddle be big enough swim , no dog park today .."
fun,@ mr_uppercut be such an ' old man ' thing say
sadness,off nanaimo 2day ... miss son already have not even leave yet
worry,take mommy airport .
worry,@ alivelshi what society we live
neutral,"ha , @ joestump ' m give spymaster chance just curious ! will miss"
worry,ah seriously do not even work child some how be still sick ! groundhog friday just get bad .
sadness,bad day at office . horrendous mood be national ' act like an idiotic buffoon ' day today no - one bother tell ? ! !
love,"@ sometimesitweet , totally worth ! ! great movie cool 3d glass ! miss ya ! miss @ jesicawesley miss new york too"
worry,@ mauityler87 do not love no follow .. how be your night ? ; - )
hate,funeral be no bueno
sadness,shit lose star trek ring ! starfleet academy class ring w/ golden gate bridge . get as high school graduation present .
sadness,@ tessonfire feel almost empty inside today . not good feeling .
worry,@ themrsnikkisixx we will miss # sixx ?
neutral,hmmm ... strain back hope 's well tomorrow morning ..
surprise,@ squaccs may be tell myself cos he never reply
neutral,work close
sadness,@ valholla 's sad what kind mess be get into this weekend ?
happiness,"hang bff @ jasminewho today ! ya ya ! @ amandababby our old friend prayer , hope this experience help she"
love,can anyone eat hot pocket be completely satisfied ? ? not .
sadness,@ generaltekno will not be get any rotf toy ' till much later . tell if anybody isn't / be worth get .
sadness,friday night never as fun as should be when work saturday morning
worry,@ jonasbrother come guy .. should not promote here : | 's kinda disappointing . twitter 's update
sadness,@ dfizzy be lucky . we week until summer
relief,@ princeofcode sorry we could not get projector work windoze laptop but ton people come up afterwards see live
neutral,busy friday . get lot do game tonight . : at mcnair ! last ap light gym today
neutral,no yonker news post until june because newspaper furlough
neutral,"@ dietsch union square ? somerville ? be well off . probably help zero at this point , though ."
neutral,teratoma have cavity experience male - pattern baldness
surprise,"@ shadowingh ' m only allergic some bunny . be allergic all fur ? suck ! not cosmic irony , furry allergic fur !"
sadness,I m sad ... there be sale sign front house ! !
empty,"gor be soo bore , man do not think could get any more bored"
worry,"just get back , ' m absolutely exhausted , be up hour work"
surprise,"much surprise , be use credit card before crack dawn do some serious online gambling . one problem : be not ."
worry,"be sick , very sick , sore throat flu"
sadness,little mile run do ! . minute ... ' m exhausted ! not impress hrm ...
worry,new picture not work
worry,@ courtneyread lose luggage ? sorry hear . should check out our selection travel luggage here : http : //budurl.com/9mua
boredom,feel like throw up .
love,@ omar10point haha calm down . you ll get ur shade . ' m still sick tho . will prolly knockout after
neutral,spill chocolate milk car
neutral,@ pbsaliengirl happy belate birthday hun ! ! net break this first chance ' ve have get online ! luff yooooooo xxxxxxxx
happiness,"@ chrisbrownweb hope ye get dem ; ur site amazing , get everyday ; try own , & amp ; fail lol ,"
sadness,feel bad when kid sick
sadness,melissa_leah : car will not start .......
sadness,@ cacaubrazil 's not great guy relate ? ?
neutral,do not know what lunch today its darn cold today
sadness,@ impala_guy hello iï¿½m back hope happen not occasionally as wednesday
neutral,"@ brianjking if drive automatically eject support disc ( ie cd - r ) , can not boot from disc , 's time applecare"
sadness,@ danisometime sadness . could hang out feel less apathetic .
worry,still try get well have get mommaz lovin .. head her house .. ahhhhhh hate this feelin !
happiness,' m at cub game cold . think its go rain .
hate,get axkit run ubuntu . make head explode .
neutral,"assume nobody use portableapps anymore except myself . case , forget what say early"
neutral,red rock lunch colin . @ jkearl @ euphor could not come . ipa junior freshly make ! yum yum yum .
